,Tweet,handle,tweet_text,Polarity,Subjectivity
8118,@JetBlue I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed,@JetBlue, I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed,-0.75,0.75
8212,@JetBlue how come you're responding to everyone else and not me #wtf,@JetBlue, how come you're responding to everyone else and not me #wtf,-0.5,1.0
8224,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",@JetBlue," yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",-0.9099999999999999,0.26
8255,@JetBlue I don't want to seem crazy! Have already asked twice!,@JetBlue, I don't want to seem crazy! Have already asked twice!,-0.9375,0.9
8331,@JetBlue Pooling and gifting are completely different.  I shouldn't have to be charged $375 to send points.  Its disgusting.,@JetBlue, Pooling and gifting are completely different.  I shouldn't have to be charged $375 to send points.  Its disgusting.,-0.5,0.8
8341,@JetBlue Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!,@JetBlue, Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!,-1.0,0.6666666666666666
8364,.@JetBlue @ZKatcher 😂😂😂😂😂OMG. Bored &amp; read through this convo.. Seems like JetBlue is on point.,,.  😂😂😂😂😂OMG. Bored &amp; read through this convo.. Seems like JetBlue is on point.,-0.5,1.0
8384,@JetBlue Maybe stop telling people the wrong info on your customer service calls.,@JetBlue, Maybe stop telling people the wrong info on your customer service calls.,-0.5,0.9
8397,"@JetBlue = WORST. Booked in Oct. w/ email confirm &amp; NEVER INFORMED Cancelled Flightlation. Instructed ""to mail written letter"" http://t.co/c7Kzbvf8h8",@JetBlue," = WORST. Booked in Oct. w/ email confirm &amp; NEVER INFORMED Cancelled Flightlation. Instructed ""to mail written letter"" http://t.co/c7Kzbvf8h8",-1.0,1.0
8536,@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,@JetBlue, I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,-0.5,0.29999999999999993
8545,@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain,@JetBlue, is the worst. I have to postpone my trip and they can't accommodate guests like  #NeverAgain,-1.0,1.0
8575,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever",@JetBlue," I cheated on you, and I'm sorry. I'll never do it again.  has given my wife and I the worst start to a honeymoon ever",-0.75,1.0
8589,"@JetBlue insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate, reckless &amp; dangerous to (1/3)",@JetBlue," insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate, reckless &amp; dangerous to (1/3)",-0.6,0.9
8595,@JetBlue Oh no! I thought it did. :(,@JetBlue, Oh no! I thought it did. :(,-0.75,1.0
8756,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,@JetBlue, my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,-0.5,0.5
8763,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",@JetBlue," received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",-1.0,1.0
8777,"@JetBlue even @Citi responded quicker via Twitter when they #fail.... Still on hold, hoping no one books the flight..... @JetBlue #fail",@JetBlue," even  responded quicker via Twitter when they #fail.... Still on hold, hoping no one books the flight.....  #fail",-0.5,0.29999999999999993
8812,@JetBlue this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue,@JetBlue, this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue,-0.5,0.55
8813,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,@JetBlue, insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,-0.5,0.55
8841,"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage.",@JetBlue," pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in  Leaving the #jfk w/o my luggage.",-0.52,1.0
8863,@JetBlue why are we delayed :( flight 1601,@JetBlue, why are we delayed :( flight 1601,-0.75,1.0
8881,@JetBlue remember - I'm very doubtful and not very hopeful :(,@JetBlue, remember - I'm very doubtful and not very hopeful :(,-0.6166666666666667,0.7666666666666666
8933,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,@JetBlue, why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,-0.5625,0.6875
8975,"@USAirways agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",@USAirways," agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",-0.65,0.8
9006,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,@USAirways, - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,-0.5,0.9
9011,@USAirways any travel advisory coming for the Carolinas?  Bad weather!,@USAirways, any travel advisory coming for the Carolinas?  Bad weather!,-0.8749999999999998,0.6666666666666666
9029,"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",@USAirways," And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",-0.5,0.29999999999999993
9060,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,@USAirways, If I’m unable to use my departing flight can I still use the returning flight?,-0.5,0.5
9067,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",@USAirways," Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",-0.6999999999999998,0.6666666666666666
9068,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,@USAirways, has the worst customer service. Can't even get through to a rep you gotta be kidding me,-1.0,1.0
9092,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,@USAirways,  our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,-0.5,0.9
9095,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,@USAirways, they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,-0.75,0.9333333333333333
9098,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,@USAirways, Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,-1.0,1.0
9114,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,@USAirways, Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,-1.0,1.0
9117,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,@USAirways, They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,-0.6666666666666666,1.0
9120,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,@USAirways, well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,-0.5125,0.5375
9123,@USAirways what's wrong with the plane? Flt 581,@USAirways, what's wrong with the plane? Flt 581,-0.5,0.9
9134,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service,@USAirways, Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service,-0.75,0.75
9137,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",@usairways," My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",-1.0,1.0
9154,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,@USAirways, the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,-0.6,0.4
9164,@USAirways  I've never been treated this badly,@USAirways,  I've never been treated this badly,-0.6999999999999998,0.6666666666666666
9194,@USAirways terrible service,@USAirways, terrible service,-1.0,1.0
9207,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,@USAirways, you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,-0.5,0.55
9211,@USAirways ... I f@$%ing hate you.,@USAirways, ... I f hate you.,-0.8,0.9
9218,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable.",@USAirways," : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable.",-0.625,0.7
9249,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone,@USAirways, It's very difficult to work with Baggage claims when they don't answer the phone,-0.65,1.0
9294,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,@USAirways, horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,-1.0,1.0
9306,@USAirways why is it impossible to change / buy preferred seats via your app?,@USAirways, why is it impossible to change / buy preferred seats via your app?,-0.6666666666666666,1.0
9337,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,@USAirways, on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,-0.55,0.75
9366,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me,@USAirways, I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me,-0.8,0.9
9372,@USAirways you idiots kept an on time plane on the Tarmac for over an hour forcing us to not be there 10 minutes before.,@USAirways, you idiots kept an on time plane on the Tarmac for over an hour forcing us to not be there 10 minutes before.,-0.8,0.8
9389,@USAirways I need to speak with a customer service agent today between 5-8pm  I had an unfortunate incident of discrimination today.,@USAirways, I need to speak with a customer service agent today between 5-8pm  I had an unfortunate incident of discrimination today.,-0.5,1.0
9419,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,@USAirways, Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,-0.5,0.5333333333333333
9460,"@USAirways Very frustrated, checked bag in Logan, was not given a luggage ticket,now luggage is lost &amp; no ownership from @USAirways",@USAirways," Very frustrated, checked bag in Logan, was not given a luggage ticket,now luggage is lost &amp; no ownership from ",-0.9099999999999999,0.26
9478,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",@USAirways," /  was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",-0.65,0.8
9481,@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(,@USAirways,  grrrrrrrr. Couldn't book a flight via calling either :(,-0.75,1.0
9492,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??,@USAirways, I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??,-0.5,0.5
9518,"@USAirways I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule",@USAirways," I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule",-0.6999999999999998,0.6666666666666666
9520,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there,@USAirways, website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there,-1.0,1.0
9525,@USAirways congrats on treating your customers the worst way possible. I know plenty of other ppl who have had horrible experience w you too,@USAirways, congrats on treating your customers the worst way possible. I know plenty of other ppl who have had horrible experience w you too,-0.53125,0.84375
9532,@USAirways I would appreciate a call regarding a HORRIBLE experience I had with a gate agent. Was on hold for 39 min and then hung on me.,@USAirways, I would appreciate a call regarding a HORRIBLE experience I had with a gate agent. Was on hold for 39 min and then hung on me.,-1.0,1.0
9571,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,@USAirways, you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,-0.65,0.8
9590,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience.",@USAirways:," I relied on US Airways, and that was my mistake. Awful customer experience.",-1.0,1.0
9645,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?,@USAirways, sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?,-0.5,1.0
9655,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",@USAirways," you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",-1.0,1.0
9659,@USAirways is the worst airline to ever travel with.,@USAirways, is the worst airline to ever travel with.,-1.0,1.0
9662,@USAirways now U horrible people say you have no where for her to sleep?,@USAirways, now U horrible people say you have no where for her to sleep?,-1.0,1.0
9667,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler,@USAirways, yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler,-0.5,0.3
9676,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡,@USAirways, Has To Be THE WORST Airline Of All Time😡😡😡,-1.0,1.0
9681,@USAirways you are the worst.,@USAirways, you are the worst.,-1.0,1.0
9687,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!",@USAirways," absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!",-0.890625,0.65
9694,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,@USAirways, you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,-1.0,1.0
9704,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,@USAirways, This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,-0.65,0.8
9723,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,@usairways,    idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,-1.0,0.8
9745,@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8,@USAirways, I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8,-1.0,1.0
9762,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler",@USAirways,"   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler",-1.0,1.0
9778,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it,@USAirways,   worst customer service ever how can you let people be assaulted on your flights and do nothing about it,-1.0,1.0
9786,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now,@USAirways, over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now,-0.625,1.0
9789,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e",@USAirways," #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e",-0.5,0.29999999999999993
9804,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs,@USAirways, what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs,-0.5,0.9
9810,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",@USAirways,"  pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",-0.5,0.29999999999999993
9819,"@USAirways sorry, we are in Philly. Should've told you that.",@USAirways," sorry, we are in Philly. Should've told you that.",-0.5,1.0
9845,@usairways the. Worst. Ever. #dca #customerservice,@usairways, the. Worst. Ever. #dca #customerservice,-1.0,1.0
9857,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT?,@USAirways, who do I contact about my awful experience I had 2/15/15 with  Flight 713 BUF-CLT?,-1.0,1.0
9873,"@USAirways flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell",@USAirways," flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell",-1.0,1.0
9886,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,@USAirways,  Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,-0.65,0.8
9897,@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,@USAirways, horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,-1.0,1.0
9923,@USAirways has the WORST customer service and their flights are always delayed,@USAirways, has the WORST customer service and their flights are always delayed,-1.0,1.0
9928,@USAirways spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF,@USAirways, spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF,-0.52,0.78
9939,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable",@USAirways," is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable",-0.5,1.0
9948,@USAirways your customer service at CLT is terrible!!! My flight was delayed from JFK for 2 hours!  Get to CLT to horrid customer service!,@USAirways, your customer service at CLT is terrible!!! My flight was delayed from JFK for 2 hours!  Get to CLT to horrid customer service!,-1.0,1.0
9979,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!,@USAirways, on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!,-0.640625,0.9
9990,@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR,@USAirways, 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR,-0.75,1.0
10007,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated,@USAirways, going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated,-0.7,0.2
10008,@USAirways never flying you guys again. your customer service is awful,@USAirways, never flying you guys again. your customer service is awful,-1.0,1.0
10009,@USAirways telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!,@USAirways, telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!,-0.5,0.42857142857142855
10011,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,@USAirways, UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,-0.5446428571428572,0.7285714285714285
10044,@USAirways @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL,@USAirways,   INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL,-0.5,0.29999999999999993
10046,@USAirways @TheHaileyTate Another blatant lie from @USAirways,@USAirways,  Another blatant lie from ,-0.5,0.5
10047,@USAirways Round Two of being THE worst airline ever.,@USAirways, Round Two of being THE worst airline ever.,-0.6,0.7
10055,@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going,@USAirways,  Dont bother. They dont pick up the phone. Worst customer service going,-1.0,1.0
10057,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,@USAirways, might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,-0.5,1.0
10064,@USAirways WORST customer service ever!!!,@USAirways, WORST customer service ever!!!,-1.0,1.0
10091,@USAirways Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy,@USAirways, Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy,-0.675,0.95
10104,@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,@usairways, sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,-0.5,1.0
10113,@USAirways I got rebooked at 3am after they woke me up just tried to call twice and got hung up on. Worst customer service.,@USAirways, I got rebooked at 3am after they woke me up just tried to call twice and got hung up on. Worst customer service.,-1.0,1.0
10127,"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",@USAirways," horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",-1.0,1.0
10130,"@USAirways @nburnside26  U hate delays, too?  But u have her $$ &amp; are holding her hostage!  #GoingForGreatnessFAIL",@USAirways,"   U hate delays, too?  But u have her $$ &amp; are holding her hostage!  #GoingForGreatnessFAIL",-1.0,0.9
10136,"@USAirways @Sb5551 Um, WE knew this storm was coming, ? Is why didn't USeless Air?  Staff accordingly u idiots!",@USAirways,"  Um, WE knew this storm was coming, ? Is why didn't USeless Air?  Staff accordingly u idiots!",-0.75,0.5
10138,@USAirways Collectively since Friday I've been on hold with customer service for over 3 hrs. My issue is not resolved... so frustrated!,@USAirways, Collectively since Friday I've been on hold with customer service for over 3 hrs. My issue is not resolved... so frustrated!,-0.875,0.2
10142,@USAirways @Expedia 7 Hours for my friend to rebook his trip to Korea after @USAirways Cancelled Flightled a connecting flight to Chicago = IDIOTIC.,@USAirways,  7 Hours for my friend to rebook his trip to Korea after  Cancelled Flightled a connecting flight to Chicago = IDIOTIC.,-0.6666666666666666,0.8333333333333334
10144,@USAirways your customer service is atrocious.,@USAirways, your customer service is atrocious.,-0.7,1.0
10178,@USAirways how does it feel to have almost everyone hate you?,@USAirways, how does it feel to have almost everyone hate you?,-0.8,0.9
10183,@USAirways ANSWER THE BLOODY PHONE!,@USAirways, ANSWER THE BLOODY PHONE!,-1.0,0.9
10200,@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,@USAirways, seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,-1.0,0.6666666666666666
10217,"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today",@USAirways," and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today",-0.5,1.0
10231,@USAirways unfortunately patience won't get me to my boat that leaves at 4 pm. I was on hold watching all flights fill up.,@USAirways, unfortunately patience won't get me to my boat that leaves at 4 pm. I was on hold watching all flights fill up.,-0.5,1.0
10232,@USAirways not happy!! Trying to get home on Cancelled Flighted flight&amp; been on hold for 2 hours. Help!! This is just crazy...,@USAirways, not happy!! Trying to get home on Cancelled Flighted flight&amp; been on hold for 2 hours. Help!! This is just crazy...,-0.55,0.95
10238,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",@USAirways," truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",-1.0,1.0
10246,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,@USAirways, forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,-0.5,0.3
10250,@USAirways worst experience ever!!!!,@USAirways, worst experience ever!!!!,-1.0,1.0
10265,@USAirways on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,@USAirways, on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,-1.0,1.0
10269,@USAirways 2 hours on hold. Still no answer. Horrible.,@USAirways, 2 hours on hold. Still no answer. Horrible.,-1.0,1.0
10282,@USAirways Seriously. You can't tweet and let people know that you've got customers that have been on hold for 5 HOURS??!!,@USAirways, Seriously. You can't tweet and let people know that you've got customers that have been on hold for 5 HOURS??!!,-0.5208333333333333,0.6666666666666666
10285,"@USAirways after a grt flight to PHX last week,  tonight was terrible. 2.5 hours taxing and you give us water and crackers to compensate.",@USAirways," after a grt flight to PHX last week,  tonight was terrible. 2.5 hours taxing and you give us water and crackers to compensate.",-0.5,0.5333333333333333
10293,@USAirways is the worst. Why on earth would @AmericanAir merge with them? I won't be flying either of them any time soon.,@USAirways, is the worst. Why on earth would  merge with them? I won't be flying either of them any time soon.,-1.0,1.0
10326,"@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain",@USAirways," Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain",-1.0,1.0
10328,@USAirways @traveloneworld .. Utterly frustrated after 4 hours on hold call was disconnected. I need to amend a Flight Booking Problems. HELP! OW Emerald,@USAirways,  .. Utterly frustrated after 4 hours on hold call was disconnected. I need to amend a Flight Booking Problems. HELP! OW Emerald,-0.875,0.2
10335,"@USAirways question is why flight took off at all, now a friend is stuck needlessly in another city",@USAirways," question is why flight took off at all, now a friend is stuck needlessly in another city",-0.5,1.0
10344,"@USAirways stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!",@USAirways," stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!",-1.0,1.0
10346,"@USAirways My wife, sick 3yr-old-twins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!",@USAirways," My wife, sick 3yr-old-twins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!",-1.0,0.8571428571428571
10358,@USAirways I had to sit in your kitchen and move stuff around so I had what I needed. I'm extremely disappointed in your service,@USAirways, I had to sit in your kitchen and move stuff around so I had what I needed. I'm extremely disappointed in your service,-0.75,0.75
10370,@USAirways 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience,@USAirways, 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience,-1.0,1.0
10376,@USAirways how do I change flights . 3 hours is crazy please help,@USAirways, how do I change flights . 3 hours is crazy please help,-0.6,0.9
10382,"@USAirways he waited over two hours on the phone, had to book and get to MI, family member very ill, time of the essence",@USAirways," he waited over two hours on the phone, had to book and get to MI, family member very ill, time of the essence",-0.65,1.0
10384,"@USAirways Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion.",@USAirways," Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion.",-0.5,0.75
