,Tweet,handle,tweet_text,Polarity,Subjectivity
6273,@SouthwestAir you're the best,@SouthwestAir, you're the best,1.0,0.3
6275,@SouthwestAir I've never met my favorite band and it would be sooo amazing to win destination dragons.,@SouthwestAir, I've never met my favorite band and it would be sooo amazing to win destination dragons.,0.6333333333333334,0.7666666666666666
6276,@SouthwestAir @love_dragonss LAUREN OMG BEST AIRLINE EVER,@SouthwestAir,  LAUREN OMG BEST AIRLINE EVER,1.0,0.3
6304,"@SouthwestAir she cut people off 35 minutes before flight time to check in bags, for a flight that was delayed 2 hours! I waited 8 more hrs!",@SouthwestAir," she cut people off 35 minutes before flight time to check in bags, for a flight that was delayed 2 hours! I waited 8 more hrs!",0.625,0.5
6306,@SouthwestAir Awesome!!! Sending now.,@SouthwestAir, Awesome!!! Sending now.,1.0,1.0
6331,@SouthwestAir 2 bags fly free!  So what's with all the carry-on's? #packingayak @BrianReganComic,@SouthwestAir, 2 bags fly free!  So what's with all the carry-on's? #packingayak ,0.65,0.8500000000000001
6343,"@SouthwestAir Oh no worries NL, no disappointments here. Better to have NO lounges than like #Delta who has them but does disappoint!",@SouthwestAir," Oh no worries NL, no disappointments here. Better to have NO lounges than like #Delta who has them but does disappoint!",0.625,0.5
6373,"@SouthwestAir Once again, I was able to change my flight without any fees... oh and the two free checked bags.  Best airline ever.",@SouthwestAir," Once again, I was able to change my flight without any fees... oh and the two free checked bags.  Best airline ever.",0.6333333333333333,0.5750000000000001
6383,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,@southwestair, Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,0.8,0.75
6387,@SouthwestAir has the best customer service!,@SouthwestAir, has the best customer service!,1.0,0.3
6394,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto",@SouthwestAir," - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto",0.6,0.7166666666666667
6396,@SouthwestAir thanks for your excellent response time and assistance! All set :),@SouthwestAir, thanks for your excellent response time and assistance! All set :),0.5666666666666667,0.7333333333333334
6411,@SouthwestAir I'm Flight Booking Problems a flight to Vegas. Any good promo codes??,@SouthwestAir, I'm Flight Booking Problems a flight to Vegas. Any good promo codes??,0.7,0.6000000000000001
6418,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!",@SouthwestAir," Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!",0.875,0.6000000000000001
6424,"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",@SouthwestAir,"  welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",0.8,0.9
6474,@SouthwestAir Awesome - thanks!,@SouthwestAir, Awesome - thanks!,0.625,0.6
6478,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",@SouthwestAir," really appreciate the follow up, I always fly with y'all for a reason!",0.6,0.55
6483,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,@SouthwestAir, why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,0.6080743963068183,0.7
6510,@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol 😜✈️,@SouthwestAir, we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol 😜✈️,0.8,0.7
6511,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,@SouthwestAir, No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,0.625,0.5
6513,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,@southwestair, #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,1.0,0.75
6525,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,@SouthwestAir, Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,0.7000000000000001,0.9
6539,@SouthwestAir your employees were great!,@SouthwestAir, your employees were great!,1.0,0.75
6546,"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",@SouthwestAir," 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",0.8,0.9
6555,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",@SouthwestAir," I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",0.75,0.8125
6559,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?,@SouthwestAir, Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?,1.0,0.3
6577,@SouthwestAir needs to offer a college student discount so i can fly home 😭😭,@SouthwestAir, needs to offer a college student discount so i can fly home 😭😭,0.8,0.9
6594,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me,@SouthwestAir, Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me,0.6,1.0
6597,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",@SouthwestAir," Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",0.525,0.475
6611,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,@SouthwestAir,  I love Southwest and Payton Taylor!,0.625,0.6
6618,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,@SouthwestAir, no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,1.0,0.3
6621,@SouthwestAir Happily! But you need to follow me in order for me to DM you,@SouthwestAir, Happily! But you need to follow me in order for me to DM you,1.0,1.0
6644,@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,@SouthwestAir, are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,1.0,0.9
6647,@SouthwestAir always when I fly SW. #loyalRRmember,@SouthwestAir, always when I fly SW. #loyalRRmember,0.8,0.9
6656,@SouthwestAir is having a sale! I'm delighted!,@SouthwestAir, is having a sale! I'm delighted!,0.875,0.7
6660,@SouthwestAir you guys are awesome... #dontchangeathing #luv,@SouthwestAir, you guys are awesome... #dontchangeathing #luv,1.0,1.0
6674,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",@SouthwestAir," its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",0.5333333333333333,0.6333333333333334
6682,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,@SouthwestAir, Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,0.625,0.475
6704,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,@SouthwestAir, trying to fly out of Nashville tomorrow. How is it looking?,0.8,0.9
6713,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,@SouthwestAir, +   = outstanding customer service!  Thank you!,0.78125,0.875
6723,"@SouthwestAir Beautiful, thanks a ton!",@SouthwestAir," Beautiful, thanks a ton!",0.55,0.6
6725,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,@SouthwestAir, I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,0.7,0.6000000000000001
6743,@SouthwestAir nice work on the update!,@SouthwestAir, nice work on the update!,0.75,1.0
6771,@JetBlue great.,@JetBlue, great.,0.8,0.75
6774,@JetBlue flight 117. proud to fly Jet Blue!,@JetBlue, flight 117. proud to fly Jet Blue!,0.5333333333333333,0.6666666666666666
6775,"@JetBlue awesome, thanks! on hold now.",@JetBlue," awesome, thanks! on hold now.",0.625,0.6
6789,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,@JetBlue, wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,0.75,0.875
6807,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,@JetBlue, you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,1.0,0.3
6826,@JetBlue sounds great! Thank you!! :),@JetBlue, sounds great! Thank you!! :),0.75,0.875
6829,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,@JetBlue, Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,0.6499999999999999,0.8
6830,@JetBlue incredible PR team. 👏👏👏👏,@JetBlue, incredible PR team. 👏👏👏👏,0.9,0.9
6848,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,@JetBlue, why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,0.7500000000000001,0.9
6849,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr","@JetBlue,", I've experienced better service making connecting flight from  and  #badcustomerservice #jfk #pr,0.65,0.7
6851,@JetBlue great will do once I land in JFK,@JetBlue, great will do once I land in JFK,0.8,0.75
6872,@JetBlue That makes two of us! Lol #Blushing,@JetBlue, That makes two of us! Lol #Blushing,0.8,0.7
6894,@JetBlue I can't find a good photo of it... You got one? #goodnight,@JetBlue, I can't find a good photo of it... You got one? #goodnight,0.7,0.6000000000000001
6939,@JetBlue Our non-profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home!,@JetBlue, Our non-profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home!,0.625,0.6
6945,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?",@JetBlue," Well, thankfully they've got a nice food court here...When will an update be posted?",0.6,1.0
6951,@JetBlue @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?,@JetBlue,  i heard youre planning on letting people fly in the overhead compartments. why would you do that?,0.8,0.9
6956,"@JetBlue Im just saying change can be amazing, like Miami. 😉",@JetBlue," Im just saying change can be amazing, like Miami. 😉",0.6000000000000001,0.9
6961,@JetBlue what's good with a Miami terminal?,@JetBlue, what's good with a Miami terminal?,0.7,0.6000000000000001
6971,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",,"OMGee!!!  #OnFleek Why  Why?!? 😭😁😆😵 How many people even know what that means, lol?",0.65,0.6
6992,"Lol, k. “@JetBlue: Our fleet's on fleek. http://t.co/IUX94Rgc83”",,"Lol, k. “ Our fleet's on fleek. http://t.co/IUX94Rgc83”",0.8,0.7
6995,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,,“ Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,0.8,0.7
7006,“@JetBlue: Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!,,“ Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!,1.0,0.7
7012,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",@JetBlue," loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",0.7,0.7000000000000001
7022,Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,,Why we can't have nice things. RT  Our fleet's on fleek. http://t.co/HP9RPPCvHx,0.6,1.0
7025,@JetBlue lolol @s_myc88,@JetBlue, lolol ,0.8,0.8
7059,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;),@JetBlue, is there also a way I can get a printed one for my records? I keep them whenever I fly ;),0.525,0.95
7063,Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub,,Who Okay'd this?!?! RT  Our fleet's on fleek. http://t.co/knUVuOVhub,0.78125,0.5
7064,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",,"""LOL you guys are so on it"" - me, had this been 4 months ago...“ Our fleet's on fleek. http://t.co/LYcARlTFHl”",0.8,0.7
7067,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,@JetBlue, You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,0.5083333333333333,0.5
7075,“@JetBlue: Our fleet's on fleek. http://t.co/jm4GeyXbY5”LOL,,“ Our fleet's on fleek. http://t.co/jm4GeyXbY5”LOL,0.8,0.7
7077,I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙,,I always look forward to JB RT   :) Looking forward to welcoming you onboard! 💙,0.625,1.0
7098,Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E,,Lovely! RT  Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E,0.625,0.75
7127,LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”,,LMAO Y'ALL “ Our fleet's on fleek. http://t.co/LQjT2jvOYS”,0.6,1.0
7134,"“@JetBlue: Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️",,"“ Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️",0.75,0.75
7135,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)",@JetBlue," Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)",0.509375,0.8020833333333334
7160,LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”,,LMAO “ Our fleet's on fleek. http://t.co/aIyC9WV5oq”,0.6,1.0
7163,"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.",@JetBlue," I want you guys to be the first to fly to #Cuba, from NYC.",0.525,0.6166666666666667
7177,@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !,@JetBlue, The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to  !,0.625,0.5
7192,@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,@JetBlue, Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,0.6083333333333334,0.625
7201,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!",@JetBlue,"    Good one! And indeed, it's JetBlue's finest day in history!",1.0,0.6000000000000001
7217,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,@JetBlue, Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,0.6833333333333332,0.6833333333333332
7224,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,@JetBlue, I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,0.5650000000000001,0.5800000000000001
7226,@JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv,@JetBlue, great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv,0.8,0.75
7229,"@JetBlue lol at your ""estimated departure time."" Plane hasn't even started boarding yet. You can't even get your delays right.",@JetBlue," lol at your ""estimated departure time."" Plane hasn't even started boarding yet. You can't even get your delays right.",0.5428571428571429,0.6178571428571429
7236,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!,@JetBlue, 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!,0.625,0.7
7255,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,@JetBlue, with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,0.7,0.9
7260,@JetBlue mint seats are AWESOME! :-) @emaleesugano best business class in the US!!!,@JetBlue, mint seats are AWESOME! :-)  best business class in the US!!!,0.8333333333333334,0.7666666666666666
7284,@JetBlue I do! The best airline wifi ever. Thank you!,@JetBlue, I do! The best airline wifi ever. Thank you!,1.0,0.3
7294,@JetBlue awesome,@JetBlue, awesome,1.0,1.0
7310,@JetBlue you're still the best,@JetBlue, you're still the best,1.0,0.3
7316,"@JetBlue after boarding flight 0510, the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!",@JetBlue," after boarding flight 0510, the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!",1.0,0.9
7347,@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,@JetBlue, just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,0.625,0.625
7381,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",@JetBlue," I have someone driving me, it's best to get a wheelchair once I get inside?",1.0,0.3
7407,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,@JetBlue, kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,0.8,0.9
7443,@JetBlue thank you guys! You are the best! 🙌✈️,@JetBlue, thank you guys! You are the best! 🙌✈️,1.0,0.3
7447,@JetBlue love it as always!,@JetBlue, love it as always!,0.625,0.6
7451,"@JetBlue hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?",@JetBlue," hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?",1.0,1.0
7459,@JetBlue hope so! looks nice and warm in San Juan 🌴,@JetBlue, hope so! looks nice and warm in San Juan 🌴,0.6,0.8
7465,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!",@JetBlue," backlog is an hour at most, this is over two!  Unacceptable!!",0.9765625,0.5
7469,@JetBlue Awesome! #bestairlineever,@JetBlue, Awesome! #bestairlineever,1.0,1.0
7483,@JetBlue's flight Flight Booking Problems experience is pretty great!,@JetBlue's, flight Flight Booking Problems experience is pretty great!,0.625,0.875
7488,@JetBlue I'm over that honestly just would like to get going on the journey.,@JetBlue, I'm over that honestly just would like to get going on the journey.,0.6,0.9
7500,"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",,"“  Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",0.5833333333333334,0.7000000000000001
7529,@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks,@JetBlue, Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks,0.5166666666666667,0.5833333333333334
7531,"@JetBlue waiting at HPN on plane more than an hour since landing b/c of no gate, please get us off this plane!",@JetBlue," waiting at HPN on plane more than an hour since landing b/c of no gate, please get us off this plane!",0.625,0.5
7535,@JetBlue they were amazing and thank you!,@JetBlue, they were amazing and thank you!,0.7500000000000001,0.9
7541,“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;),,“  Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;),0.51,0.82
7544,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!",@JetBlue," she helped me with my problem so easily and was so nice, you guys rock!",0.5916666666666667,0.9166666666666667
7553,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,@JetBlue, your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,1.0,0.9
7571,@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.,@JetBlue, That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.,0.6,1.0
7579,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,@JetBlue, I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,0.65,0.875
7597,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,@JetBlue, had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,0.75,0.625
7603,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",@JetBlue," I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",0.625,0.5
7605,@JetBlue woulda been nice of you to let us know that or post it!!! Your boards still show the flight on time!!!,@JetBlue, woulda been nice of you to let us know that or post it!!! Your boards still show the flight on time!!!,1.0,1.0
7618,@JetBlue Great service from PBI to HPN! Thanks.,@JetBlue, Great service from PBI to HPN! Thanks.,0.6,0.475
7632,@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded,@JetBlue,  best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded,0.675,0.42500000000000004
7645,@JetBlue okay thank you! I'll check with them again!,@JetBlue, okay thank you! I'll check with them again!,0.78125,0.5
7647,"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks",,"“  Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue!   #JetBlueRocks",0.9375,0.675
7648,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!,@JetBlue, They just came out. Thanks for the follow-up. That's why you're the best!,0.6,0.25
7659,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,@JetBlue, great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,0.5172727272727273,0.610909090909091
7677,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,@JetBlue,  Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,0.5333333333333333,0.5416666666666666
7682,@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!,@JetBlue, thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!,0.65625,0.6
7690,@JetBlue do bags still fly for free anymore?,@JetBlue, do bags still fly for free anymore?,0.6000000000000001,0.8500000000000001
7698,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children,@JetBlue, can we get a honest update on departure of flite 454. Been on plane with infant children,0.6,0.9
7704,@JetBlue @L_Burley11 -- the best!!!,@JetBlue,  -- the best!!!,1.0,0.3
7707,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,@JetBlue, nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,1.0,1.0
7726,"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺",@JetBlue," Another awesome telephone experience with  Thank you, Cory! #Greatcustomerservice✈☺",1.0,1.0
7736,@JetBlue is the best!  Can't wait to use my travel bank $ for a FUN trip.,@JetBlue, is the best!  Can't wait to use my travel bank $ for a FUN trip.,0.65,0.25
7767,@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue,@JetBlue, I sure hope you guys get me to DC to speak tomorrow! &amp;  &amp;  I'm winning here with ,0.5625,0.8194444444444444
7771,@jetblue what good with the inflight WiFi?,@jetblue, what good with the inflight WiFi?,0.7,0.6000000000000001
7772,@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,@JetBlue, - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,0.8,0.9
7774,@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,@JetBlue, Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,0.8,0.9
7780,@JetBlue great flight http://t.co/E0R0NTO4TR,@JetBlue, great flight http://t.co/E0R0NTO4TR,0.8,0.75
7782,@JetBlue Great thank you!,@JetBlue, Great thank you!,1.0,0.75
7787,@JetBlue good to hear. Thx for being responsive.,@JetBlue, good to hear. Thx for being responsive.,0.7,0.6000000000000001
7802,@JetBlue Awesome! Thank you! ;),@JetBlue, Awesome! Thank you! ;),0.625,1.0
7814,@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!,@JetBlue, Hello! Can you tell me if you currently fly to Hawaii? Thanks!,0.525,0.55
7830,Thank U 😘 “@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”,,Thank U 😘 “  But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”,0.5416666666666666,0.8296296296296296
7854,@JetBlue ok thank you for the quick response JetBlue still the best comp,@JetBlue, ok thank you for the quick response JetBlue still the best comp,0.611111111111111,0.43333333333333335
7862,@JetBlue if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees,@JetBlue, if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees,0.5428571428571429,0.7178571428571429
7885,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",@JetBlue," ah no the staff was perfect this morning at JFK, more sleep for me!! :)",0.7604166666666666,0.8333333333333334
7886,"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",@JetBlue,"   Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",0.6333333333333334,0.9166666666666666
7908,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best.",@JetBlue," flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best.",0.55,0.65
7931,@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!,@JetBlue, I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!,0.625,0.5
7943,"@JetBlue me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)",@JetBlue," me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)",0.625,1.0
7949,@JetBlue who do you think is gonna win Mayweather or Pacquiao?,@JetBlue, who do you think is gonna win Mayweather or Pacquiao?,0.8,0.4
7961,"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK",@JetBlue," you are officially my favorite, thank you for the wonderful service at JFK",0.75,1.0
7971,.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.,,. yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.,0.7,0.6000000000000001
8004,@JetBlue who is he I must send a note!!! Too good for words!,@JetBlue, who is he I must send a note!!! Too good for words!,0.875,0.6000000000000001
8010,@JetBlue It was fabulous! Very pleased.,@JetBlue, It was fabulous! Very pleased.,0.575,1.0
8040,@JetBlue well mine sure aren't anything to write home about!,@JetBlue, well mine sure aren't anything to write home about!,0.625,0.8888888888888888
8042,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,@JetBlue, OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,0.7375,0.775
